a b c d e f g final.parent
Scaffold272_411212 L19 SCFLD272 411212 Scaffold272 Scaffold272_411212 1 1 abaa
Scaffold272_75756 L19 SCFLD272 75756 Scaffold272 Scaffold272_75756 0 0 abaa
Scaffold280_170715 L19 SCFLD280 170715 Scaffold280 Scaffold280_170715 0 0 bbba
Scaffold280_207575 L19 SCFLD280 207575 Scaffold280 Scaffold280_207575 0 0 aaab
Scaffold280_255295 L19 SCFLD280 255295 Scaffold280 Scaffold280_255295 0 0 abaa
Scaffold280_29151 L19 SCFLD280 29151 Scaffold280 Scaffold280_29151 1 1 bbba
Scaffold280_293483 L19 SCFLD280 293483 Scaffold280 Scaffold280_293483 0 0 abaa
Scaffold280_293783 L19 SCFLD280 293783 Scaffold280 Scaffold280_293783 0 0 bbba
Scaffold280_323722 L19 SCFLD280 323722 Scaffold280 Scaffold280_323722 0 0 bbba
Scaffold280_334520 L19 SCFLD280 334520 Scaffold280 Scaffold280_334520 0 0 abaa
Scaffold280_382910 L19 SCFLD280 382910 Scaffold280 Scaffold280_382910 1 1 abaa
Scaffold284_400711 L19 SCFLD284 400711 Scaffold284 Scaffold284_400711 1 1 aaab
Scaffold312_328923 L19 SCFLD312 328923 Scaffold312 Scaffold312_328923 1 1 abab
Scaffold312_328937 L19 SCFLD312 328937 Scaffold312 Scaffold312_328937 1 1 aaab
Scaffold312_388286 L19 SCFLD312 388286 Scaffold312 Scaffold312_388286 0 0 aaab
Scaffold312_388418 L19 SCFLD312 388418 Scaffold312 Scaffold312_388418 0 0 abab
Scaffold312_395853 L19 SCFLD312 395853 Scaffold312 Scaffold312_395853 0 0 aaab
Scaffold3252_3892 L19 SCFLD3252 3892 Scaffold3252 Scaffold3252_3892 1 1 abab
Scaffold3252_3946 L19 SCFLD3252 3946 Scaffold3252 Scaffold3252_3946 1 1 abbb
Scaffold329_12102 L19 SCFLD329 12102 Scaffold329 Scaffold329_12102 0 0 abab
Scaffold329_177510 L19 SCFLD329 177510 Scaffold329 Scaffold329_177510 1 1 abab
Scaffold329_239602 L19 SCFLD329 239602 Scaffold329 Scaffold329_239602 1 1 abaa
Scaffold365_159238 L19 SCFLD365 159238 Scaffold365 Scaffold365_159238 1 1 abaa
Scaffold3707_5194 L19 SCFLD3707 5194 Scaffold3707 Scaffold3707_5194 1 1 abbb
Scaffold3755_3185 L19 SCFLD3755 3185 Scaffold3755 Scaffold3755_3185 1 1 abab
Scaffold418_101873 L19 SCFLD418 101873 Scaffold418 Scaffold418_101873 0 0 bbba
Scaffold418_146325 L19 SCFLD418 146325 Scaffold418 Scaffold418_146325 0 0 aaab
Scaffold418_64730 L19 SCFLD418 64730 Scaffold418 Scaffold418_64730 1 1 bbba
Scaffold420_133202 L19 SCFLD420 133202 Scaffold420 Scaffold420_133202 1 1 abaa
Scaffold436_82765 L19 SCFLD436 82765 Scaffold436 Scaffold436_82765 1 1 bbba
Scaffold445_117776 L19 SCFLD445 117776 Scaffold445 Scaffold445_117776 1 1 aaab
Scaffold445_263215 L19 SCFLD445 263215 Scaffold445 Scaffold445_263215 1 1 abab
Scaffold476_220060 L19 SCFLD476 220060 Scaffold476 Scaffold476_220060 1 1 abab
Scaffold479_165676 L19 SCFLD479 165676 Scaffold479 Scaffold479_165676 1 1 abaa
Scaffold515_22181 L19 SCFLD515 22181 Scaffold515 Scaffold515_22181 1 1 abbb
Scaffold515_4094 L19 SCFLD515 4094 Scaffold515 Scaffold515_4094 1 1 abab
Scaffold6287_693 L19 SCFLD6287 693 Scaffold6287 Scaffold6287_693 1 1 bbba
Scaffold66_118189 L19 SCFLD66 118189 Scaffold66 Scaffold66_118189 1 1 aaab
Scaffold66_436078 L19 SCFLD66 436078 Scaffold66 Scaffold66_436078 1 1 abaa
Scaffold66_657450 L19 SCFLD66 657450 Scaffold66 Scaffold66_657450 1 0 aaab
Scaffold66_6713 L19 SCFLD66 6713 Scaffold66 Scaffold66_6713 0 0 abaa
Scaffold6891_350 L19 SCFLD6891 350 Scaffold6891 Scaffold6891_350 1 1 bbba
Scaffold794_17728 L19 SCFLD794 17728 Scaffold794 Scaffold794_17728 0 0 abbb
Scaffold794_17759 L19 SCFLD794 17759 Scaffold794 Scaffold794_17759 0 0 aaab
Scaffold794_51422 L19 SCFLD794 51422 Scaffold794 Scaffold794_51422 0 0 aaab
Scaffold794_95621 L19 SCFLD794 95621 Scaffold794 Scaffold794_95621 1 1 aaab
Scaffold794_95767 L19 SCFLD794 95767 Scaffold794 Scaffold794_95767 1 1 abbb
Scaffold9926b_520606 L19 SCFLD9926b 520606 Scaffold9926b Scaffold9926b_520606 1 1 abaa
Scaffold9926c_56851 L19 SCFLD9926c 56851 Scaffold9926c Scaffold9926c_56851 1 1 abaa
Scaffold9980_1722778 L19 SCFLD9980 1722778 Scaffold9980 Scaffold9980_1722778 1 1 aaab
Scaffold9980_447211 L19 SCFLD9980 447211 Scaffold9980 Scaffold9980_447211 0 0 aaab
Scaffold9980_527245 L19 SCFLD9980 527245 Scaffold9980 Scaffold9980_527245 0 0 aaab
Scaffold9980_627027 L19 SCFLD9980 627027 Scaffold9980 Scaffold9980_627027 1 1 bbba
Scaffold9980_966115 L19 SCFLD9980 966115 Scaffold9980 Scaffold9980_966115 1 1 abaa
Scaffold9980_966234 L19 SCFLD9980 966234 Scaffold9980 Scaffold9980_966234 0 0 bbba
Scaffold9992_105524 L19 SCFLD9992 105524 Scaffold9992 Scaffold9992_105524 1 1 aaab
Scaffold9992_123037 L19 SCFLD9992 123037 Scaffold9992 Scaffold9992_123037 0 0 aaab
Scaffold9992_247840 L19 SCFLD9992 247840 Scaffold9992 Scaffold9992_247840 1 1 abaa
Scaffold9998_574563 L19 SCFLD9998 574563 Scaffold9998 Scaffold9998_574563 1 1 abab
Scaffold9998_574570 L19 SCFLD9998 574570 Scaffold9998 Scaffold9998_574570 1 1 bbba
Scaffold9998_576686 L19 SCFLD9998 576686 Scaffold9998 Scaffold9998_576686 0 0 abab
Scaffold9998_798606 L19 SCFLD9998 798606 Scaffold9998 Scaffold9998_798606 0 0 aaab
Scaffold295_208672 L19 SCFLD295 208672 Scaffold295 Scaffold295_208672 1 1 aaab
Scaffold295_222065 L19 SCFLD295 222065 Scaffold295 Scaffold295_222065 0 0 abaa
Scaffold295_240670 L19 SCFLD295 240670 Scaffold295 Scaffold295_240670 1 1 abbb
Scaffold295_265074 L19 SCFLD295 265074 Scaffold295 Scaffold295_265074 0 0 abbb
Scaffold295_265091 L19 SCFLD295 265091 Scaffold295 Scaffold295_265091 0 0 aaab
Scaffold295_284668 L19 SCFLD295 284668 Scaffold295 Scaffold295_284668 0 0 aaab
Scaffold295_372125 L19 SCFLD295 372125 Scaffold295 Scaffold295_372125 0 0 abbb
Scaffold295_376922 L19 SCFLD295 376922 Scaffold295 Scaffold295_376922 1 1 abab
Scaffold295_377076 L19 SCFLD295 377076 Scaffold295 Scaffold295_377076 0 0 abaa
Scaffold295_71473 L19 SCFLD295 71473 Scaffold295 Scaffold295_71473 0 0 abab
Scaffold295_88042 L19 SCFLD295 88042 Scaffold295 Scaffold295_88042 0 0 abbb
Scaffold295_97039 L19 SCFLD295 97039 Scaffold295 Scaffold295_97039 0 0 aaab
Scaffold9869_1018166 L19 SCFLD9869 1018166 Scaffold9869 Scaffold9869_1018166 0 0 aaab
Scaffold9869_1042753 L19 SCFLD9869 1042753 Scaffold9869 Scaffold9869_1042753 1 1 aaab
Scaffold9869_1301921 L19 SCFLD9869 1301921 Scaffold9869 Scaffold9869_1301921 1 0 abaa
Scaffold9869_14753 L19 SCFLD9869 14753 Scaffold9869 Scaffold9869_14753 1 1 bbba
Scaffold9869_1661343 L19 SCFLD9869 1661343 Scaffold9869 Scaffold9869_1661343 1 0 aaab
Scaffold9869_1858383 L19 SCFLD9869 1858383 Scaffold9869 Scaffold9869_1858383 0 0 abaa
Scaffold9869_1903223 L19 SCFLD9869 1903223 Scaffold9869 Scaffold9869_1903223 0 0 abaa
Scaffold9869_2094760 L19 SCFLD9869 2094760 Scaffold9869 Scaffold9869_2094760 1 1 abaa
Scaffold9869_2773974 L19 SCFLD9869 2773974 Scaffold9869 Scaffold9869_2773974 1 0 abaa
Scaffold9869_2850436 L19 SCFLD9869 2850436 Scaffold9869 Scaffold9869_2850436 1 1 abab
Scaffold9869_870785 L19 SCFLD9869 870785 Scaffold9869 Scaffold9869_870785 0 0 aaab
Scaffold9869_992641 L19 SCFLD9869 992641 Scaffold9869 Scaffold9869_992641 0 0 aaab
Scaffold9893_1148151 L19 SCFLD9893 1148151 Scaffold9893 Scaffold9893_1148151 1 0 abab
Scaffold9893_1415292 L19 SCFLD9893 1415292 Scaffold9893 Scaffold9893_1415292 0 0 abaa
Scaffold9893_152560 L19 SCFLD9893 152560 Scaffold9893 Scaffold9893_152560 1 1 abab
Scaffold9893_1550649 L19 SCFLD9893 1550649 Scaffold9893 Scaffold9893_1550649 0 0 abbb
Scaffold9893_1622908 L19 SCFLD9893 1622908 Scaffold9893 Scaffold9893_1622908 1 1 abbb
Scaffold9893_1688413 L19 SCFLD9893 1688413 Scaffold9893 Scaffold9893_1688413 0 0 abaa
Scaffold9893_1696324 L19 SCFLD9893 1696324 Scaffold9893 Scaffold9893_1696324 0 0 abaa
Scaffold9893_1832463 L19 SCFLD9893 1832463 Scaffold9893 Scaffold9893_1832463 0 0 aaab
Scaffold9893_210927 L19 SCFLD9893 210927 Scaffold9893 Scaffold9893_210927 0 0 abaa
Scaffold9893_2171316 L19 SCFLD9893 2171316 Scaffold9893 Scaffold9893_2171316 1 1 aaab
Scaffold9893_2276584 L19 SCFLD9893 2276584 Scaffold9893 Scaffold9893_2276584 1 0 abaa
Scaffold9893_248939 L19 SCFLD9893 248939 Scaffold9893 Scaffold9893_248939 1 1 abaa
Scaffold9893_253761 L19 SCFLD9893 253761 Scaffold9893 Scaffold9893_253761 0 0 abaa
Scaffold9893_314623 L19 SCFLD9893 314623 Scaffold9893 Scaffold9893_314623 0 0 abab
Scaffold9907_1340392 L19 SCFLD9907 1340392 Scaffold9907 Scaffold9907_1340392 0 0 abbb
Scaffold9907_144028 L19 SCFLD9907 144028 Scaffold9907 Scaffold9907_144028 1 1 abab
Scaffold9907_1501243 L19 SCFLD9907 1501243 Scaffold9907 Scaffold9907_1501243 0 0 abaa
Scaffold9907_1571412 L19 SCFLD9907 1571412 Scaffold9907 Scaffold9907_1571412 1 1 abab
Scaffold9907_1636064 L19 SCFLD9907 1636064 Scaffold9907 Scaffold9907_1636064 0 0 aaab
Scaffold9907_1636161 L19 SCFLD9907 1636161 Scaffold9907 Scaffold9907_1636161 1 1 abbb
Scaffold9907_1756121 L19 SCFLD9907 1756121 Scaffold9907 Scaffold9907_1756121 0 0 abbb
Scaffold9907_1887312 L19 SCFLD9907 1887312 Scaffold9907 Scaffold9907_1887312 1 1 aaab
Scaffold9907_1948939 L19 SCFLD9907 1948939 Scaffold9907 Scaffold9907_1948939 0 0 aaab
Scaffold9907_2080624 L19 SCFLD9907 2080624 Scaffold9907 Scaffold9907_2080624 0 0 abbb
Scaffold9907_600100 L19 SCFLD9907 600100 Scaffold9907 Scaffold9907_600100 1 0 abaa
Scaffold9940_1125645 L19 SCFLD9940 1125645 Scaffold9940 Scaffold9940_1125645 0 0 aaab
Scaffold9940_1125757 L19 SCFLD9940 1125757 Scaffold9940 Scaffold9940_1125757 0 0 abab
Scaffold9940_1232453 L19 SCFLD9940 1232453 Scaffold9940 Scaffold9940_1232453 1 1 bbba
Scaffold9940_1264894 L19 SCFLD9940 1264894 Scaffold9940 Scaffold9940_1264894 0 0 aaab
Scaffold9940_1320192 L19 SCFLD9940 1320192 Scaffold9940 Scaffold9940_1320192 0 0 abab
Scaffold9940_1371272 L19 SCFLD9940 1371272 Scaffold9940 Scaffold9940_1371272 1 1 abab
Scaffold9940_168460 L19 SCFLD9940 168460 Scaffold9940 Scaffold9940_168460 0 0 abaa
Scaffold9940_260534 L19 SCFLD9940 260534 Scaffold9940 Scaffold9940_260534 1 1 abaa
Scaffold9940_413954 L19 SCFLD9940 413954 Scaffold9940 Scaffold9940_413954 0 0 abaa
Scaffold9940_486798 L19 SCFLD9940 486798 Scaffold9940 Scaffold9940_486798 0 0 aaab
Scaffold9940_500320 L19 SCFLD9940 500320 Scaffold9940 Scaffold9940_500320 1 0 aaab
Scaffold9940_503540 L19 SCFLD9940 503540 Scaffold9940 Scaffold9940_503540 0 0 aaab
Scaffold9940_919834 L19 SCFLD9940 919834 Scaffold9940 Scaffold9940_919834 1 0 abaa
Scaffold9943_1146191 L19 SCFLD9943 1146191 Scaffold9943 Scaffold9943_1146191 0 0 abbb
Scaffold9943_1152165 L19 SCFLD9943 1152165 Scaffold9943 Scaffold9943_1152165 1 1 abbb
Scaffold9943_1196913 L19 SCFLD9943 1196913 Scaffold9943 Scaffold9943_1196913 0 0 abaa
Scaffold9943_140751 L19 SCFLD9943 140751 Scaffold9943 Scaffold9943_140751 1 1 abab
Scaffold9943_1523802 L19 SCFLD9943 1523802 Scaffold9943 Scaffold9943_1523802 0 0 abaa
Scaffold9943_2374307 L19 SCFLD9943 2374307 Scaffold9943 Scaffold9943_2374307 1 1 abab
Scaffold9943_2814739 L19 SCFLD9943 2814739 Scaffold9943 Scaffold9943_2814739 0 0 abaa
Scaffold9943_2895377 L19 SCFLD9943 2895377 Scaffold9943 Scaffold9943_2895377 1 1 bbba
Scaffold9943_3135506 L19 SCFLD9943 3135506 Scaffold9943 Scaffold9943_3135506 0 0 abbb
Scaffold9943_3309950 L19 SCFLD9943 3309950 Scaffold9943 Scaffold9943_3309950 1 1 abbb
Scaffold9943_350622 L19 SCFLD9943 350622 Scaffold9943 Scaffold9943_350622 0 0 abbb
Scaffold9943_4002608 L19 SCFLD9943 4002608 Scaffold9943 Scaffold9943_4002608 0 0 abaa
Scaffold9943_4136777 L19 SCFLD9943 4136777 Scaffold9943 Scaffold9943_4136777 0 0 abaa
Scaffold9943_4165065 L19 SCFLD9943 4165065 Scaffold9943 Scaffold9943_4165065 0 0 abaa
Scaffold9943_4165094 L19 SCFLD9943 4165094 Scaffold9943 Scaffold9943_4165094 1 0 abab
Scaffold9943_4291285 L19 SCFLD9943 4291285 Scaffold9943 Scaffold9943_4291285 1 0 abaa
Scaffold9943_4497570 L19 SCFLD9943 4497570 Scaffold9943 Scaffold9943_4497570 0 0 abaa
Scaffold9943_4601566 L19 SCFLD9943 4601566 Scaffold9943 Scaffold9943_4601566 0 1 abaa
Scaffold9943_4783730 L19 SCFLD9943 4783730 Scaffold9943 Scaffold9943_4783730 1 1 abab
Scaffold9943_4865679 L19 SCFLD9943 4865679 Scaffold9943 Scaffold9943_4865679 1 0 abaa
Scaffold9943_544170 L19 SCFLD9943 544170 Scaffold9943 Scaffold9943_544170 1 1 aaab
Scaffold9943_775088 L19 SCFLD9943 775088 Scaffold9943 Scaffold9943_775088 0 0 abbb
Scaffold9943_791367 L19 SCFLD9943 791367 Scaffold9943 Scaffold9943_791367 1 0 abab
Scaffold9943_910663 L19 SCFLD9943 910663 Scaffold9943 Scaffold9943_910663 0 0 abaa
Scaffold1022_16064 L2 SCFLD1022 16064 Scaffold1022 Scaffold1022_16064 1 1 aaab
Scaffold1092_12598 L2 SCFLD1092 12598 Scaffold1092 Scaffold1092_12598 1 1 abaa
Scaffold142_270576 L2 SCFLD142 270576 Scaffold142 Scaffold142_270576 1 1 aaab
Scaffold142_311503 L2 SCFLD142 311503 Scaffold142 Scaffold142_311503 0 0 abaa
Scaffold142_385627 L2 SCFLD142 385627 Scaffold142 Scaffold142_385627 1 1 abaa
Scaffold1521_7406 L2 SCFLD1521 7406 Scaffold1521 Scaffold1521_7406 1 1 abaa
Scaffold1694_9751 L2 SCFLD1694 9751 Scaffold1694 Scaffold1694_9751 1 1 abaa
Scaffold1828_7960 L2 SCFLD1828 7960 Scaffold1828 Scaffold1828_7960 1 1 aaab
Scaffold199_154841 L2 SCFLD199 154841 Scaffold199 Scaffold199_154841 0 0 abbb
Scaffold199_225839 L2 SCFLD199 225839 Scaffold199 Scaffold199_225839 0 0 abab
Scaffold199_345108 L2 SCFLD199 345108 Scaffold199 Scaffold199_345108 0 0 abbb
Scaffold199_407704 L2 SCFLD199 407704 Scaffold199 Scaffold199_407704 1 1 abab
Scaffold199_440229 L2 SCFLD199 440229 Scaffold199 Scaffold199_440229 1 1 abbb
Scaffold199_448332 L2 SCFLD199 448332 Scaffold199 Scaffold199_448332 0 0 abaa
Scaffold222_140609 L2 SCFLD222 140609 Scaffold222 Scaffold222_140609 1 1 abab
Scaffold222_140638 L2 SCFLD222 140638 Scaffold222 Scaffold222_140638 1 1 abbb
Scaffold222_140742 L2 SCFLD222 140742 Scaffold222 Scaffold222_140742 0 0 aaab
Scaffold222_177430 L2 SCFLD222 177430 Scaffold222 Scaffold222_177430 0 0 aaab
Scaffold222_179895 L2 SCFLD222 179895 Scaffold222 Scaffold222_179895 0 0 aaab
Scaffold222_387054 L2 SCFLD222 387054 Scaffold222 Scaffold222_387054 1 1 bbba
Scaffold2259_22711 L2 SCFLD2259 22711 Scaffold2259 Scaffold2259_22711 1 1 abbb
Scaffold243_32334 L2 SCFLD243 32334 Scaffold243 Scaffold243_32334 1 1 abaa
Scaffold270_153710 L2 SCFLD270 153710 Scaffold270 Scaffold270_153710 1 1 abaa
Scaffold270_153803 L2 SCFLD270 153803 Scaffold270 Scaffold270_153803 1 1 bbba
Scaffold270_203454 L2 SCFLD270 203454 Scaffold270 Scaffold270_203454 1 1 abab
Scaffold270_285576 L2 SCFLD270 285576 Scaffold270 Scaffold270_285576 0 0 aaab
Scaffold270_72620 L2 SCFLD270 72620 Scaffold270 Scaffold270_72620 0 0 aaab
Scaffold274_163922 L2 SCFLD274 163922 Scaffold274 Scaffold274_163922 0 0 aaab
Scaffold274_214909 L2 SCFLD274 214909 Scaffold274 Scaffold274_214909 0 0 aaab
Scaffold274_286172 L2 SCFLD274 286172 Scaffold274 Scaffold274_286172 1 1 abaa
Scaffold274_400859 L2 SCFLD274 400859 Scaffold274 Scaffold274_400859 0 0 abab
Scaffold274_45163 L2 SCFLD274 45163 Scaffold274 Scaffold274_45163 0 0 aaab
Scaffold274_45324 L2 SCFLD274 45324 Scaffold274 Scaffold274_45324 1 1 abab
Scaffold274_52248 L2 SCFLD274 52248 Scaffold274 Scaffold274_52248 0 0 abab
Scaffold274_73248 L2 SCFLD274 73248 Scaffold274 Scaffold274_73248 0 0 abaa
Scaffold274_73367 L2 SCFLD274 73367 Scaffold274 Scaffold274_73367 1 1 aaab
Scaffold310_191842 L2 SCFLD310 191842 Scaffold310 Scaffold310_191842 1 1 abaa
Scaffold310_331954 L2 SCFLD310 331954 Scaffold310 Scaffold310_331954 1 1 abab
Scaffold327_37198 L2 SCFLD327 37198 Scaffold327 Scaffold327_37198 1 1 abbb
Scaffold340_126082 L2 SCFLD340 126082 Scaffold340 Scaffold340_126082 0 0 abaa
Scaffold340_266987 L2 SCFLD340 266987 Scaffold340 Scaffold340_266987 1 1 aaab
Scaffold340_296620 L2 SCFLD340 296620 Scaffold340 Scaffold340_296620 1 1 abaa
Scaffold351_107253 L2 SCFLD351 107253 Scaffold351 Scaffold351_107253 1 1 bbba
Scaffold351_135140 L2 SCFLD351 135140 Scaffold351 Scaffold351_135140 1 1 abab
Scaffold351_154671 L2 SCFLD351 154671 Scaffold351 Scaffold351_154671 0 0 bbba
Scaffold351_185894 L2 SCFLD351 185894 Scaffold351 Scaffold351_185894 0 0 aaab
Scaffold351_237220 L2 SCFLD351 237220 Scaffold351 Scaffold351_237220 0 0 aaab
Scaffold351_276097 L2 SCFLD351 276097 Scaffold351 Scaffold351_276097 0 0 aaab
Scaffold351_63177 L2 SCFLD351 63177 Scaffold351 Scaffold351_63177 0 0 bbba
Scaffold351_93712 L2 SCFLD351 93712 Scaffold351 Scaffold351_93712 0 0 aaab
Scaffold3783_2221 L2 SCFLD3783 2221 Scaffold3783 Scaffold3783_2221 1 1 aaab
Scaffold38_161291 L2 SCFLD38 161291 Scaffold38 Scaffold38_161291 1 1 abab
Scaffold38_204009 L2 SCFLD38 204009 Scaffold38 Scaffold38_204009 0 0 abaa
Scaffold38_573046 L2 SCFLD38 573046 Scaffold38 Scaffold38_573046 0 0 abab
Scaffold38_573111 L2 SCFLD38 573111 Scaffold38 Scaffold38_573111 1 1 bbba
Scaffold38_573211 L2 SCFLD38 573211 Scaffold38 Scaffold38_573211 1 1 abaa
Scaffold38_655593 L2 SCFLD38 655593 Scaffold38 Scaffold38_655593 0 0 abaa
Scaffold437_174258 L2 SCFLD437 174258 Scaffold437 Scaffold437_174258 1 1 abbb
Scaffold437_191445 L2 SCFLD437 191445 Scaffold437 Scaffold437_191445 0 0 abbb
Scaffold437_74763 L2 SCFLD437 74763 Scaffold437 Scaffold437_74763 1 1 abab
Scaffold487_26126 L2 SCFLD487 26126 Scaffold487 Scaffold487_26126 1 1 abbb
Scaffold495_143621 L2 SCFLD495 143621 Scaffold495 Scaffold495_143621 1 1 abaa
Scaffold495_206691 L2 SCFLD495 206691 Scaffold495 Scaffold495_206691 1 1 bbba
Scaffold495_231888 L2 SCFLD495 231888 Scaffold495 Scaffold495_231888 1 1 abab
Scaffold495_25540 L2 SCFLD495 25540 Scaffold495 Scaffold495_25540 0 0 abab
Scaffold507_147981 L2 SCFLD507 147981 Scaffold507 Scaffold507_147981 1 1 abbb
Scaffold507_28925 L2 SCFLD507 28925 Scaffold507 Scaffold507_28925 1 1 abab
Scaffold508_28790 L2 SCFLD508 28790 Scaffold508 Scaffold508_28790 1 1 abab
Scaffold508_28798 L2 SCFLD508 28798 Scaffold508 Scaffold508_28798 1 1 abaa
Scaffold508_28954 L2 SCFLD508 28954 Scaffold508 Scaffold508_28954 1 1 aaab
Scaffold508_40304 L2 SCFLD508 40304 Scaffold508 Scaffold508_40304 0 0 abaa
Scaffold5140_371 L2 SCFLD5140 371 Scaffold5140 Scaffold5140_371 1 1 abab
Scaffold516_126437 L2 SCFLD516 126437 Scaffold516 Scaffold516_126437 1 1 abbb
Scaffold516_190676 L2 SCFLD516 190676 Scaffold516 Scaffold516_190676 0 0 abbb
Scaffold520_169348 L2 SCFLD520 169348 Scaffold520 Scaffold520_169348 1 1 abab
Scaffold520_169352 L2 SCFLD520 169352 Scaffold520 Scaffold520_169352 1 1 abaa
Scaffold550_110009 L2 SCFLD550 110009 Scaffold550 Scaffold550_110009 0 0 aaab
Scaffold550_143306 L2 SCFLD550 143306 Scaffold550 Scaffold550_143306 0 0 bbba
Scaffold550_175287 L2 SCFLD550 175287 Scaffold550 Scaffold550_175287 0 0 aaab
Scaffold550_175296 L2 SCFLD550 175296 Scaffold550 Scaffold550_175296 0 0 abab
Scaffold550_69497 L2 SCFLD550 69497 Scaffold550 Scaffold550_69497 1 1 bbba
Scaffold550_89102 L2 SCFLD550 89102 Scaffold550 Scaffold550_89102 1 1 abab
Scaffold572_116296 L2 SCFLD572 116296 Scaffold572 Scaffold572_116296 0 0 abaa
Scaffold572_21024 L2 SCFLD572 21024 Scaffold572 Scaffold572_21024 1 1 abaa
Scaffold596_133073 L2 SCFLD596 133073 Scaffold596 Scaffold596_133073 1 1 aaab
Scaffold596_160032 L2 SCFLD596 160032 Scaffold596 Scaffold596_160032 0 0 aaab
Scaffold596_47678 L2 SCFLD596 47678 Scaffold596 Scaffold596_47678 1 1 abaa
Scaffold669_42258 L2 SCFLD669 42258 Scaffold669 Scaffold669_42258 1 1 abbb
Scaffold670_23584 L2 SCFLD670 23584 Scaffold670 Scaffold670_23584 0 0 abaa
Scaffold670_38032 L2 SCFLD670 38032 Scaffold670 Scaffold670_38032 1 1 abbb
Scaffold6701_6266 L2 SCFLD6701 6266 Scaffold6701 Scaffold6701_6266 1 1 abaa
Scaffold695_15997 L2 SCFLD695 15997 Scaffold695 Scaffold695_15997 1 1 aaab
Scaffold695_52211 L2 SCFLD695 52211 Scaffold695 Scaffold695_52211 1 1 abaa
Scaffold861_36528 L2 SCFLD861 36528 Scaffold861 Scaffold861_36528 1 1 abaa
Scaffold88_416152 L2 SCFLD88 416152 Scaffold88 Scaffold88_416152 1 1 abaa
Scaffold94_553271 L2 SCFLD94 553271 Scaffold94 Scaffold94_553271 1 1 abbb
Scaffold94_558335 L2 SCFLD94 558335 Scaffold94 Scaffold94_558335 0 0 abaa
Scaffold94_558460 L2 SCFLD94 558460 Scaffold94 Scaffold94_558460 1 1 aaab
Scaffold94_589855 L2 SCFLD94 589855 Scaffold94 Scaffold94_589855 0 0 abbb
Scaffold9898_1064496 L2 SCFLD9898 1064496 Scaffold9898 Scaffold9898_1064496 1 1 bbba
Scaffold9898_1118584 L2 SCFLD9898 1118584 Scaffold9898 Scaffold9898_1118584 1 1 abaa
Scaffold9898_1187044 L2 SCFLD9898 1187044 Scaffold9898 Scaffold9898_1187044 0 0 abab
Scaffold9898_1288187 L2 SCFLD9898 1288187 Scaffold9898 Scaffold9898_1288187 1 1 abab
Scaffold9898_1383950 L2 SCFLD9898 1383950 Scaffold9898 Scaffold9898_1383950 0 0 abab
Scaffold9898_1487193 L2 SCFLD9898 1487193 Scaffold9898 Scaffold9898_1487193 0 0 abab
Scaffold9898_1522173 L2 SCFLD9898 1522173 Scaffold9898 Scaffold9898_1522173 0 0 abaa
Scaffold9898_1904812 L2 SCFLD9898 1904812 Scaffold9898 Scaffold9898_1904812 1 0 aaab
Scaffold9898_2138851 L2 SCFLD9898 2138851 Scaffold9898 Scaffold9898_2138851 1 1 abaa
Scaffold9898_624363 L2 SCFLD9898 624363 Scaffold9898 Scaffold9898_624363 1 0 abab
Scaffold0_1126078 L2 SCFLD0 1126078 Scaffold0 Scaffold0_1126078 1 0 abaa
Scaffold0_1137909 L2 SCFLD0 1137909 Scaffold0 Scaffold0_1137909 0 0 abaa
Scaffold0_137912 L2 SCFLD0 137912 Scaffold0 Scaffold0_137912 0 0 aaab
Scaffold0_1411261 L2 SCFLD0 1411261 Scaffold0 Scaffold0_1411261 0 0 abaa
Scaffold0_1411272 L2 SCFLD0 1411272 Scaffold0 Scaffold0_1411272 1 0 aaab
Scaffold0_1411284 L2 SCFLD0 1411284 Scaffold0 Scaffold0_1411284 1 1 abab
Scaffold0_1710852 L2 SCFLD0 1710852 Scaffold0 Scaffold0_1710852 1 1 abbb
Scaffold0_1879918 L2 SCFLD0 1879918 Scaffold0 Scaffold0_1879918 0 0 abaa
Scaffold0_2129056 L2 SCFLD0 2129056 Scaffold0 Scaffold0_2129056 1 1 bbba
Scaffold0_2152491 L2 SCFLD0 2152491 Scaffold0 Scaffold0_2152491 0 0 bbba
Scaffold0_2286517 L2 SCFLD0 2286517 Scaffold0 Scaffold0_2286517 1 0 abaa
Scaffold0_2293262 L2 SCFLD0 2293262 Scaffold0 Scaffold0_2293262 0 0 abaa
Scaffold0_2619282 L2 SCFLD0 2619282 Scaffold0 Scaffold0_2619282 0 0 aaab
Scaffold0_27688 L2 SCFLD0 27688 Scaffold0 Scaffold0_27688 1 1 abab
Scaffold0_2841118 L2 SCFLD0 2841118 Scaffold0 Scaffold0_2841118 0 0 abab
Scaffold0_3051976 L2 SCFLD0 3051976 Scaffold0 Scaffold0_3051976 1 1 abab
Scaffold0_3087651 L2 SCFLD0 3087651 Scaffold0 Scaffold0_3087651 0 0 abab
Scaffold0_3238542 L2 SCFLD0 3238542 Scaffold0 Scaffold0_3238542 0 0 abab
Scaffold0_3238566 L2 SCFLD0 3238566 Scaffold0 Scaffold0_3238566 0 0 aaab
Scaffold0_3302889 L2 SCFLD0 3302889 Scaffold0 Scaffold0_3302889 1 1 aaab
Scaffold0_3883323 L2 SCFLD0 3883323 Scaffold0 Scaffold0_3883323 1 0 abaa
