"a" "b" "c" "d" "e"
"3434" "L21" "SCFLD9892" 1685307 "Scaffold9892" "Scaffold9892_1685307"
"3435" "L21" "SCFLD9892" 1685414 "Scaffold9892" "Scaffold9892_1685414"
"3436" "L21" "SCFLD9892" 1949658 "Scaffold9892" "Scaffold9892_1949658"
"3437" "L21" "SCFLD9892" 22681 "Scaffold9892" "Scaffold9892_22681"
"3438" "L21" "SCFLD9892" 2415550 "Scaffold9892" "Scaffold9892_2415550"
"3439" "L21" "SCFLD9892" 2482895 "Scaffold9892" "Scaffold9892_2482895"
"3440" "L21" "SCFLD9892" 271684 "Scaffold9892" "Scaffold9892_271684"
"3441" "L21" "SCFLD9892" 304720 "Scaffold9892" "Scaffold9892_304720"
"3442" "L21" "SCFLD9892" 53241 "Scaffold9892" "Scaffold9892_53241"
"3443" "L21" "SCFLD9892" 66445 "Scaffold9892" "Scaffold9892_66445"
"3444" "L21" "SCFLD9892" 747212 "Scaffold9892" "Scaffold9892_747212"
"3445" "L21" "SCFLD9892" 869252 "Scaffold9892" "Scaffold9892_869252"
"3446" "L21" "SCFLD9892" 980207 "Scaffold9892" "Scaffold9892_980207"
"3447" "L22" "SCFLD10004" 266493 "Scaffold10004" "Scaffold10004_266493"
"3448" "L22" "SCFLD10004" 610627 "Scaffold10004" "Scaffold10004_610627"
"3449" "L22" "SCFLD10016" 1260599 "Scaffold10016" "Scaffold10016_1260599"
"3450" "L22" "SCFLD10016" 471503 "Scaffold10016" "Scaffold10016_471503"
"3451" "L22" "SCFLD10016" 677722 "Scaffold10016" "Scaffold10016_677722"
"3452" "L22" "SCFLD1156" 17817 "Scaffold1156" "Scaffold1156_17817"
"3453" "L22" "SCFLD1156" 32385 "Scaffold1156" "Scaffold1156_32385"
"3454" "L22" "SCFLD1195" 12349 "Scaffold1195" "Scaffold1195_12349"
"3455" "L22" "SCFLD1208" 6053 "Scaffold1208" "Scaffold1208_6053"
"3456" "L22" "SCFLD1289" 18207 "Scaffold1289" "Scaffold1289_18207"
"3457" "L22" "SCFLD134" 388907 "Scaffold134" "Scaffold134_388907"
"3458" "L22" "SCFLD149" 210219 "Scaffold149" "Scaffold149_210219"
"3459" "L22" "SCFLD149" 248484 "Scaffold149" "Scaffold149_248484"
"3460" "L22" "SCFLD149" 248499 "Scaffold149" "Scaffold149_248499"
"3461" "L22" "SCFLD149" 497515 "Scaffold149" "Scaffold149_497515"
"3462" "L22" "SCFLD279" 395092 "Scaffold279" "Scaffold279_395092"
"3463" "L22" "SCFLD3054" 4526 "Scaffold3054" "Scaffold3054_4526"
"3464" "L22" "SCFLD3096" 7614 "Scaffold3096" "Scaffold3096_7614"
"3465" "L22" "SCFLD3577" 6818 "Scaffold3577" "Scaffold3577_6818"
"3466" "L22" "SCFLD366" 250493 "Scaffold366" "Scaffold366_250493"
"3467" "L22" "SCFLD381" 264572 "Scaffold381" "Scaffold381_264572"
"3468" "L22" "SCFLD381" 42418 "Scaffold381" "Scaffold381_42418"
"3469" "L22" "SCFLD3945" 4514 "Scaffold3945" "Scaffold3945_4514"
"3470" "L22" "SCFLD443" 45496 "Scaffold443" "Scaffold443_45496"
"3471" "L22" "SCFLD450" 10259 "Scaffold450" "Scaffold450_10259"
"3472" "L22" "SCFLD450" 198742 "Scaffold450" "Scaffold450_198742"
"3473" "L22" "SCFLD450" 198786 "Scaffold450" "Scaffold450_198786"
"3474" "L22" "SCFLD450" 198843 "Scaffold450" "Scaffold450_198843"
"3475" "L22" "SCFLD450" 3557 "Scaffold450" "Scaffold450_3557"
"3476" "L22" "SCFLD450" 3586 "Scaffold450" "Scaffold450_3586"
"3477" "L22" "SCFLD450" 56486 "Scaffold450" "Scaffold450_56486"
"3478" "L22" "SCFLD450" 63778 "Scaffold450" "Scaffold450_63778"
"3479" "L22" "SCFLD455" 97474 "Scaffold455" "Scaffold455_97474"
"3480" "L22" "SCFLD54" 193823 "Scaffold54" "Scaffold54_193823"
"3481" "L22" "SCFLD54" 337758 "Scaffold54" "Scaffold54_337758"
"3482" "L22" "SCFLD54" 350843 "Scaffold54" "Scaffold54_350843"
"3483" "L22" "SCFLD54" 400525 "Scaffold54" "Scaffold54_400525"
"3484" "L22" "SCFLD54" 400544 "Scaffold54" "Scaffold54_400544"
"3485" "L22" "SCFLD592" 110269 "Scaffold592" "Scaffold592_110269"
"3486" "L22" "SCFLD592" 110375 "Scaffold592" "Scaffold592_110375"
"3487" "L22" "SCFLD592" 110406 "Scaffold592" "Scaffold592_110406"
"3488" "L22" "SCFLD592" 38800 "Scaffold592" "Scaffold592_38800"
"3489" "L22" "SCFLD592" 55829 "Scaffold592" "Scaffold592_55829"
"3490" "L22" "SCFLD638" 100846 "Scaffold638" "Scaffold638_100846"
"3491" "L22" "SCFLD735" 26713 "Scaffold735" "Scaffold735_26713"
"3492" "L22" "SCFLD735" 55935 "Scaffold735" "Scaffold735_55935"
"3493" "L22" "SCFLD735" 74465 "Scaffold735" "Scaffold735_74465"
"3494" "L22" "SCFLD735" 8529 "Scaffold735" "Scaffold735_8529"
"3495" "L22" "SCFLD810" 81337 "Scaffold810" "Scaffold810_81337"
"3496" "L22" "SCFLD839" 44259 "Scaffold839" "Scaffold839_44259"
"3497" "L22" "SCFLD906" 61154 "Scaffold906" "Scaffold906_61154"
"3498" "L22" "SCFLD923" 25297 "Scaffold923" "Scaffold923_25297"
"3499" "L22" "SCFLD923" 27284 "Scaffold923" "Scaffold923_27284"
"3500" "L22" "SCFLD923" 98722 "Scaffold923" "Scaffold923_98722"
"3501" "L22" "SCFLD923" 98748 "Scaffold923" "Scaffold923_98748"
"3502" "L22" "SCFLD923" 98780 "Scaffold923" "Scaffold923_98780"
"3503" "L22" "SCFLD96" 489895 "Scaffold96" "Scaffold96_489895"
"3504" "L22" "SCFLD96" 534927 "Scaffold96" "Scaffold96_534927"
"3505" "L22" "SCFLD96" 572843 "Scaffold96" "Scaffold96_572843"
"3506" "L22" "SCFLD9920" 1037252 "Scaffold9920" "Scaffold9920_1037252"
"3507" "L22" "SCFLD9920" 1292155 "Scaffold9920" "Scaffold9920_1292155"
"3508" "L22" "SCFLD9920" 1583499 "Scaffold9920" "Scaffold9920_1583499"
"3509" "L22" "SCFLD9920" 46065 "Scaffold9920" "Scaffold9920_46065"
"3510" "L22" "SCFLD9920" 734584 "Scaffold9920" "Scaffold9920_734584"
"3511" "L22" "SCFLD9920" 835774 "Scaffold9920" "Scaffold9920_835774"
"3512" "L22" "SCFLD9920" 954901 "Scaffold9920" "Scaffold9920_954901"
"3513" "L22" "SCFLD9963" 1143538 "Scaffold9963" "Scaffold9963_1143538"
"3514" "L22" "SCFLD9963" 1598012 "Scaffold9963" "Scaffold9963_1598012"
"3515" "L22" "SCFLD9963" 504621 "Scaffold9963" "Scaffold9963_504621"
"3516" "L22" "SCFLD9971" 636251 "Scaffold9971" "Scaffold9971_636251"
"3517" "L22" "SCFLD9974" 1363111 "Scaffold9974" "Scaffold9974_1363111"
"3518" "L22" "SCFLD9974" 663495 "Scaffold9974" "Scaffold9974_663495"
"3519" "L22" "SCFLD9974" 682078 "Scaffold9974" "Scaffold9974_682078"
"3520" "L22" "SCFLD9974" 690758 "Scaffold9974" "Scaffold9974_690758"
"3521" "L22" "SCFLD9974" 806825 "Scaffold9974" "Scaffold9974_806825"
"3522" "L22" "SCFLD9974" 992144 "Scaffold9974" "Scaffold9974_992144"
"3523" "L22" "SCFLD10007" 1009027 "Scaffold10007" "Scaffold10007_1009027"
"3524" "L22" "SCFLD10007" 1361995 "Scaffold10007" "Scaffold10007_1361995"
"3525" "L22" "SCFLD10007" 191372 "Scaffold10007" "Scaffold10007_191372"
"3526" "L22" "SCFLD10007" 310598 "Scaffold10007" "Scaffold10007_310598"
"3527" "L22" "SCFLD10007" 390689 "Scaffold10007" "Scaffold10007_390689"
"3528" "L22" "SCFLD10007" 470062 "Scaffold10007" "Scaffold10007_470062"
"3529" "L22" "SCFLD10007" 492124 "Scaffold10007" "Scaffold10007_492124"
"3530" "L22" "SCFLD10007" 593326 "Scaffold10007" "Scaffold10007_593326"
"3531" "L22" "SCFLD10007" 611810 "Scaffold10007" "Scaffold10007_611810"
"3532" "L22" "SCFLD10007" 719391 "Scaffold10007" "Scaffold10007_719391"
"3533" "L22" "SCFLD10007" 818006 "Scaffold10007" "Scaffold10007_818006"
"3534" "L22" "SCFLD10007" 82327 "Scaffold10007" "Scaffold10007_82327"
"3535" "L22" "SCFLD116" 112061 "Scaffold116" "Scaffold116_112061"
"3536" "L22" "SCFLD116" 121690 "Scaffold116" "Scaffold116_121690"
"3537" "L22" "SCFLD116" 230274 "Scaffold116" "Scaffold116_230274"
"3538" "L22" "SCFLD116" 251480 "Scaffold116" "Scaffold116_251480"
"3539" "L22" "SCFLD116" 257615 "Scaffold116" "Scaffold116_257615"
"3540" "L22" "SCFLD116" 281713 "Scaffold116" "Scaffold116_281713"
"3541" "L22" "SCFLD116" 317261 "Scaffold116" "Scaffold116_317261"
"3542" "L22" "SCFLD116" 33529 "Scaffold116" "Scaffold116_33529"
"3543" "L22" "SCFLD116" 458006 "Scaffold116" "Scaffold116_458006"
"3544" "L22" "SCFLD116" 529696 "Scaffold116" "Scaffold116_529696"
"3545" "L22" "SCFLD138" 159278 "Scaffold138" "Scaffold138_159278"
"3546" "L22" "SCFLD138" 168357 "Scaffold138" "Scaffold138_168357"
"3547" "L22" "SCFLD138" 245539 "Scaffold138" "Scaffold138_245539"
"3548" "L22" "SCFLD138" 298059 "Scaffold138" "Scaffold138_298059"
"3549" "L22" "SCFLD138" 337827 "Scaffold138" "Scaffold138_337827"
"3550" "L22" "SCFLD138" 352731 "Scaffold138" "Scaffold138_352731"
"3551" "L22" "SCFLD138" 371816 "Scaffold138" "Scaffold138_371816"
"3552" "L22" "SCFLD138" 378001 "Scaffold138" "Scaffold138_378001"
"3553" "L22" "SCFLD138" 378038 "Scaffold138" "Scaffold138_378038"
"3554" "L22" "SCFLD138" 382711 "Scaffold138" "Scaffold138_382711"
"3555" "L22" "SCFLD138" 405313 "Scaffold138" "Scaffold138_405313"
"3556" "L22" "SCFLD138" 412389 "Scaffold138" "Scaffold138_412389"
"3557" "L22" "SCFLD138" 425976 "Scaffold138" "Scaffold138_425976"
"3558" "L22" "SCFLD138" 469808 "Scaffold138" "Scaffold138_469808"
"3559" "L22" "SCFLD138" 469836 "Scaffold138" "Scaffold138_469836"
"3560" "L22" "SCFLD138" 485703 "Scaffold138" "Scaffold138_485703"
"3561" "L22" "SCFLD138" 536000 "Scaffold138" "Scaffold138_536000"
"3562" "L22" "SCFLD138" 559416 "Scaffold138" "Scaffold138_559416"
"3563" "L22" "SCFLD138" 577125 "Scaffold138" "Scaffold138_577125"
"3564" "L22" "SCFLD138" 82592 "Scaffold138" "Scaffold138_82592"
"3565" "L22" "SCFLD1812" 1458005 "Scaffold1812" "Scaffold1812_1458005"
"3566" "L22" "SCFLD1812" 1764064 "Scaffold1812" "Scaffold1812_1764064"
"3567" "L22" "SCFLD1812" 1850067 "Scaffold1812" "Scaffold1812_1850067"
"3568" "L22" "SCFLD1812" 2023528 "Scaffold1812" "Scaffold1812_2023528"
"3569" "L22" "SCFLD1812" 2309707 "Scaffold1812" "Scaffold1812_2309707"
"3570" "L22" "SCFLD1812" 2361171 "Scaffold1812" "Scaffold1812_2361171"
"3571" "L22" "SCFLD1812" 2404500 "Scaffold1812" "Scaffold1812_2404500"
"3572" "L22" "SCFLD1812" 2426703 "Scaffold1812" "Scaffold1812_2426703"
"3573" "L22" "SCFLD1812" 2440828 "Scaffold1812" "Scaffold1812_2440828"
"3574" "L22" "SCFLD1812" 2899406 "Scaffold1812" "Scaffold1812_2899406"
"3575" "L22" "SCFLD1812" 3103405 "Scaffold1812" "Scaffold1812_3103405"
"3576" "L22" "SCFLD1812" 3103423 "Scaffold1812" "Scaffold1812_3103423"
"3577" "L22" "SCFLD1812" 3514487 "Scaffold1812" "Scaffold1812_3514487"
"3578" "L22" "SCFLD1812" 581534 "Scaffold1812" "Scaffold1812_581534"
"3579" "L22" "SCFLD1812" 672598 "Scaffold1812" "Scaffold1812_672598"
"3580" "L22" "SCFLD1812" 842071 "Scaffold1812" "Scaffold1812_842071"
"3581" "L22" "SCFLD9872" 1374083 "Scaffold9872" "Scaffold9872_1374083"
"3582" "L22" "SCFLD9872" 1396550 "Scaffold9872" "Scaffold9872_1396550"
"3583" "L22" "SCFLD9872" 1476269 "Scaffold9872" "Scaffold9872_1476269"
"3584" "L22" "SCFLD9872" 168772 "Scaffold9872" "Scaffold9872_168772"
"3585" "L22" "SCFLD9872" 1851873 "Scaffold9872" "Scaffold9872_1851873"
"3586" "L22" "SCFLD9872" 1975607 "Scaffold9872" "Scaffold9872_1975607"
"3587" "L22" "SCFLD9872" 1994761 "Scaffold9872" "Scaffold9872_1994761"
"3588" "L22" "SCFLD9872" 2021960 "Scaffold9872" "Scaffold9872_2021960"
"3589" "L22" "SCFLD9872" 211784 "Scaffold9872" "Scaffold9872_211784"
"3590" "L22" "SCFLD9872" 2375708 "Scaffold9872" "Scaffold9872_2375708"
"3591" "L22" "SCFLD9872" 2487031 "Scaffold9872" "Scaffold9872_2487031"
"3592" "L22" "SCFLD9872" 2487080 "Scaffold9872" "Scaffold9872_2487080"
"3593" "L22" "SCFLD9872" 437191 "Scaffold9872" "Scaffold9872_437191"
"3594" "L22" "SCFLD9917" 1013811 "Scaffold9917" "Scaffold9917_1013811"
"3595" "L22" "SCFLD9917" 1036396 "Scaffold9917" "Scaffold9917_1036396"
"3596" "L22" "SCFLD9917" 232406 "Scaffold9917" "Scaffold9917_232406"
"3597" "L22" "SCFLD9917" 278863 "Scaffold9917" "Scaffold9917_278863"
"3598" "L22" "SCFLD9917" 327929 "Scaffold9917" "Scaffold9917_327929"
"3599" "L22" "SCFLD9917" 643125 "Scaffold9917" "Scaffold9917_643125"
"3600" "L22" "SCFLD9917" 653456 "Scaffold9917" "Scaffold9917_653456"
"3601" "L22" "SCFLD9917" 789395 "Scaffold9917" "Scaffold9917_789395"
"3602" "L22" "SCFLD9917" 796063 "Scaffold9917" "Scaffold9917_796063"
"3603" "L22" "SCFLD9917" 879507 "Scaffold9917" "Scaffold9917_879507"
"3604" "L22" "SCFLD9917" 935846 "Scaffold9917" "Scaffold9917_935846"
"3605" "L22" "SCFLD9917" 958512 "Scaffold9917" "Scaffold9917_958512"
"3606" "L23" "SCFLD1011" 25417 "Scaffold1011" "Scaffold1011_25417"
"3607" "L23" "SCFLD1052" 37285 "Scaffold1052" "Scaffold1052_37285"
"3608" "L23" "SCFLD124" 543745 "Scaffold124" "Scaffold124_543745"
"3609" "L23" "SCFLD1255" 37643 "Scaffold1255" "Scaffold1255_37643"
"3610" "L23" "SCFLD1296" 171 "Scaffold1296" "Scaffold1296_171"
"3611" "L23" "SCFLD153" 37884 "Scaffold153" "Scaffold153_37884"
"3612" "L23" "SCFLD153" 37926 "Scaffold153" "Scaffold153_37926"
"3613" "L23" "SCFLD153" 422060 "Scaffold153" "Scaffold153_422060"
"3614" "L23" "SCFLD153" 510579 "Scaffold153" "Scaffold153_510579"
"3615" "L23" "SCFLD167" 30699 "Scaffold167" "Scaffold167_30699"
"3616" "L23" "SCFLD167" 30749 "Scaffold167" "Scaffold167_30749"
"3617" "L23" "SCFLD167" 65448 "Scaffold167" "Scaffold167_65448"
"3618" "L23" "SCFLD171" 203665 "Scaffold171" "Scaffold171_203665"
"3619" "L23" "SCFLD171" 203666 "Scaffold171" "Scaffold171_203666"
"3620" "L23" "SCFLD175" 345593 "Scaffold175" "Scaffold175_345593"
"3621" "L23" "SCFLD175" 42784 "Scaffold175" "Scaffold175_42784"
"3622" "L23" "SCFLD1858" 21415 "Scaffold1858" "Scaffold1858_21415"
"3623" "L23" "SCFLD1858" 21430 "Scaffold1858" "Scaffold1858_21430"
"3624" "L23" "SCFLD244" 101802 "Scaffold244" "Scaffold244_101802"
"3625" "L23" "SCFLD244" 101934 "Scaffold244" "Scaffold244_101934"
"3626" "L23" "SCFLD244" 117107 "Scaffold244" "Scaffold244_117107"
"3627" "L23" "SCFLD244" 167067 "Scaffold244" "Scaffold244_167067"
"3628" "L23" "SCFLD244" 399995 "Scaffold244" "Scaffold244_399995"
"3629" "L23" "SCFLD244" 70392 "Scaffold244" "Scaffold244_70392"
"3630" "L23" "SCFLD244" 70398 "Scaffold244" "Scaffold244_70398"
"3631" "L23" "SCFLD244" 82255 "Scaffold244" "Scaffold244_82255"
"3632" "L23" "SCFLD244" 82266 "Scaffold244" "Scaffold244_82266"
"3633" "L23" "SCFLD245" 280846 "Scaffold245" "Scaffold245_280846"
"3634" "L23" "SCFLD245" 33377 "Scaffold245" "Scaffold245_33377"
"3635" "L23" "SCFLD245" 68340 "Scaffold245" "Scaffold245_68340"
"3636" "L23" "SCFLD245" 68472 "Scaffold245" "Scaffold245_68472"
"3637" "L23" "SCFLD359" 103194 "Scaffold359" "Scaffold359_103194"
"3638" "L23" "SCFLD359" 103203 "Scaffold359" "Scaffold359_103203"
"3639" "L23" "SCFLD359" 222425 "Scaffold359" "Scaffold359_222425"
"3640" "L23" "SCFLD359" 242689 "Scaffold359" "Scaffold359_242689"
"3641" "L23" "SCFLD359" 242759 "Scaffold359" "Scaffold359_242759"
"3642" "L23" "SCFLD359" 279013 "Scaffold359" "Scaffold359_279013"
"3643" "L23" "SCFLD359" 55817 "Scaffold359" "Scaffold359_55817"
"3644" "L23" "SCFLD359" 80920 "Scaffold359" "Scaffold359_80920"
"3645" "L23" "SCFLD363" 231644 "Scaffold363" "Scaffold363_231644"
"3646" "L23" "SCFLD363" 237040 "Scaffold363" "Scaffold363_237040"
"3647" "L23" "SCFLD363" 313893 "Scaffold363" "Scaffold363_313893"
"3648" "L23" "SCFLD363" 313997 "Scaffold363" "Scaffold363_313997"
"3649" "L23" "SCFLD363" 34455 "Scaffold363" "Scaffold363_34455"
"3650" "L23" "SCFLD379" 22627 "Scaffold379" "Scaffold379_22627"
"3651" "L23" "SCFLD379" 6478 "Scaffold379" "Scaffold379_6478"
"3652" "L23" "SCFLD412" 106751 "Scaffold412" "Scaffold412_106751"
"3653" "L23" "SCFLD412" 246019 "Scaffold412" "Scaffold412_246019"
"3654" "L23" "SCFLD422" 102493 "Scaffold422" "Scaffold422_102493"
"3655" "L23" "SCFLD422" 13340 "Scaffold422" "Scaffold422_13340"
"3656" "L23" "SCFLD422" 184898 "Scaffold422" "Scaffold422_184898"
"3657" "L23" "SCFLD422" 196874 "Scaffold422" "Scaffold422_196874"
"3658" "L23" "SCFLD422" 72831 "Scaffold422" "Scaffold422_72831"
"3659" "L23" "SCFLD422" 97985 "Scaffold422" "Scaffold422_97985"
"3660" "L23" "SCFLD481" 188299 "Scaffold481" "Scaffold481_188299"
"3661" "L23" "SCFLD6661" 2938 "Scaffold6661" "Scaffold6661_2938"
"3662" "L23" "SCFLD681" 134191 "Scaffold681" "Scaffold681_134191"
"3663" "L23" "SCFLD681" 152931 "Scaffold681" "Scaffold681_152931"
"3664" "L23" "SCFLD751" 104936 "Scaffold751" "Scaffold751_104936"
"3665" "L23" "SCFLD751" 108399 "Scaffold751" "Scaffold751_108399"
"3666" "L23" "SCFLD751" 95745 "Scaffold751" "Scaffold751_95745"
"3667" "L23" "SCFLD765" 41581 "Scaffold765" "Scaffold765_41581"
"3668" "L23" "SCFLD765" 65514 "Scaffold765" "Scaffold765_65514"
"3669" "L23" "SCFLD813" 59057 "Scaffold813" "Scaffold813_59057"
"3670" "L23" "SCFLD831" 86688 "Scaffold831" "Scaffold831_86688"
"3671" "L23" "SCFLD860" 40331 "Scaffold860" "Scaffold860_40331"
"3672" "L23" "SCFLD924" 38637 "Scaffold924" "Scaffold924_38637"
"3673" "L23" "SCFLD9962" 1049851 "Scaffold9962" "Scaffold9962_1049851"
"3674" "L23" "SCFLD9962" 1289425 "Scaffold9962" "Scaffold9962_1289425"
"3675" "L23" "SCFLD9962" 1430589 "Scaffold9962" "Scaffold9962_1430589"
"3676" "L23" "SCFLD9962" 1453931 "Scaffold9962" "Scaffold9962_1453931"
"3677" "L23" "SCFLD9962" 1459079 "Scaffold9962" "Scaffold9962_1459079"
"3678" "L23" "SCFLD9962" 1499706 "Scaffold9962" "Scaffold9962_1499706"
"3679" "L23" "SCFLD9962" 879638 "Scaffold9962" "Scaffold9962_879638"
"3680" "L23" "SCFLD9962" 925291 "Scaffold9962" "Scaffold9962_925291"
"3681" "L23" "SCFLD788" 11100 "Scaffold788" "Scaffold788_11100"
"3682" "L23" "SCFLD788" 119849 "Scaffold788" "Scaffold788_119849"
"3683" "L23" "SCFLD788" 1522785 "Scaffold788" "Scaffold788_1522785"
"3684" "L23" "SCFLD788" 2151072 "Scaffold788" "Scaffold788_2151072"
"3685" "L23" "SCFLD788" 2236753 "Scaffold788" "Scaffold788_2236753"
"3686" "L23" "SCFLD788" 2426723 "Scaffold788" "Scaffold788_2426723"
"3687" "L23" "SCFLD788" 2615153 "Scaffold788" "Scaffold788_2615153"
"3688" "L23" "SCFLD788" 3106116 "Scaffold788" "Scaffold788_3106116"
"3689" "L23" "SCFLD788" 310637 "Scaffold788" "Scaffold788_310637"
"3690" "L23" "SCFLD788" 3129703 "Scaffold788" "Scaffold788_3129703"
"3691" "L23" "SCFLD788" 3245477 "Scaffold788" "Scaffold788_3245477"
"3692" "L23" "SCFLD788" 531241 "Scaffold788" "Scaffold788_531241"
"3693" "L23" "SCFLD788" 542744 "Scaffold788" "Scaffold788_542744"
"3694" "L23" "SCFLD788" 834690 "Scaffold788" "Scaffold788_834690"
"3695" "L23" "SCFLD9936" 1031906 "Scaffold9936" "Scaffold9936_1031906"
"3696" "L23" "SCFLD9936" 1155268 "Scaffold9936" "Scaffold9936_1155268"
"3697" "L23" "SCFLD9936" 1167751 "Scaffold9936" "Scaffold9936_1167751"
"3698" "L23" "SCFLD9936" 1186320 "Scaffold9936" "Scaffold9936_1186320"
"3699" "L23" "SCFLD9936" 133124 "Scaffold9936" "Scaffold9936_133124"
"3700" "L23" "SCFLD9936" 1718413 "Scaffold9936" "Scaffold9936_1718413"
"3701" "L23" "SCFLD9936" 1769588 "Scaffold9936" "Scaffold9936_1769588"
"3702" "L23" "SCFLD9936" 196180 "Scaffold9936" "Scaffold9936_196180"
"3703" "L23" "SCFLD9936" 243102 "Scaffold9936" "Scaffold9936_243102"
"3704" "L23" "SCFLD9936" 438564 "Scaffold9936" "Scaffold9936_438564"
"3705" "L23" "SCFLD9936" 47267 "Scaffold9936" "Scaffold9936_47267"
"3706" "L23" "SCFLD9936" 551180 "Scaffold9936" "Scaffold9936_551180"
"3707" "L23" "SCFLD9936" 551203 "Scaffold9936" "Scaffold9936_551203"
"3708" "L23" "SCFLD9936" 575863 "Scaffold9936" "Scaffold9936_575863"
"3709" "L23" "SCFLD9936" 609568 "Scaffold9936" "Scaffold9936_609568"
"3710" "L23" "SCFLD9936" 630800 "Scaffold9936" "Scaffold9936_630800"
"3711" "L23" "SCFLD9936" 630850 "Scaffold9936" "Scaffold9936_630850"
"3712" "L23" "SCFLD9936" 677354 "Scaffold9936" "Scaffold9936_677354"
"3713" "L23" "SCFLD9936" 67842 "Scaffold9936" "Scaffold9936_67842"
"3714" "L24" "SCFLD100" 203872 "Scaffold100" "Scaffold100_203872"
"3715" "L24" "SCFLD100" 376710 "Scaffold100" "Scaffold100_376710"
"3716" "L24" "SCFLD100" 48852 "Scaffold100" "Scaffold100_48852"
"3717" "L24" "SCFLD100" 93370 "Scaffold100" "Scaffold100_93370"
"3718" "L24" "SCFLD100" 99905 "Scaffold100" "Scaffold100_99905"
"3719" "L24" "SCFLD103" 301485 "Scaffold103" "Scaffold103_301485"
"3720" "L24" "SCFLD103" 313180 "Scaffold103" "Scaffold103_313180"
"3721" "L24" "SCFLD103" 401758 "Scaffold103" "Scaffold103_401758"
"3722" "L24" "SCFLD103" 51309 "Scaffold103" "Scaffold103_51309"
"3723" "L24" "SCFLD103" 51330 "Scaffold103" "Scaffold103_51330"
"3724" "L24" "SCFLD103" 72245 "Scaffold103" "Scaffold103_72245"
"3725" "L24" "SCFLD103" 94517 "Scaffold103" "Scaffold103_94517"
"3726" "L24" "SCFLD110" 230617 "Scaffold110" "Scaffold110_230617"
"3727" "L24" "SCFLD110" 445481 "Scaffold110" "Scaffold110_445481"
"3728" "L24" "SCFLD110" 453263 "Scaffold110" "Scaffold110_453263"
"3729" "L24" "SCFLD110" 580850 "Scaffold110" "Scaffold110_580850"
"3730" "L24" "SCFLD1163" 9923 "Scaffold1163" "Scaffold1163_9923"
"3731" "L24" "SCFLD1338" 7091 "Scaffold1338" "Scaffold1338_7091"
"3732" "L24" "SCFLD150" 472719 "Scaffold150" "Scaffold150_472719"
"3733" "L24" "SCFLD150" 472889 "Scaffold150" "Scaffold150_472889"
"3734" "L24" "SCFLD150" 520285 "Scaffold150" "Scaffold150_520285"
"3735" "L24" "SCFLD150" 520331 "Scaffold150" "Scaffold150_520331"
"3736" "L24" "SCFLD150" 525637 "Scaffold150" "Scaffold150_525637"
"3737" "L24" "SCFLD162" 431319 "Scaffold162" "Scaffold162_431319"
"3738" "L24" "SCFLD1698" 25082 "Scaffold1698" "Scaffold1698_25082"
"3739" "L24" "SCFLD179" 230258 "Scaffold179" "Scaffold179_230258"
"3740" "L24" "SCFLD179" 84500 "Scaffold179" "Scaffold179_84500"
"3741" "L24" "SCFLD201" 159375 "Scaffold201" "Scaffold201_159375"
"3742" "L24" "SCFLD21" 116459 "Scaffold21" "Scaffold21_116459"
"3743" "L24" "SCFLD21" 147182 "Scaffold21" "Scaffold21_147182"
"3744" "L24" "SCFLD21" 16157 "Scaffold21" "Scaffold21_16157"
"3745" "L24" "SCFLD21" 383220 "Scaffold21" "Scaffold21_383220"
"3746" "L24" "SCFLD21" 383249 "Scaffold21" "Scaffold21_383249"
"3747" "L24" "SCFLD21" 416616 "Scaffold21" "Scaffold21_416616"
"3748" "L24" "SCFLD21" 420767 "Scaffold21" "Scaffold21_420767"
"3749" "L24" "SCFLD21" 474152 "Scaffold21" "Scaffold21_474152"
"3750" "L24" "SCFLD21" 83659 "Scaffold21" "Scaffold21_83659"
"3751" "L24" "SCFLD22" 129147 "Scaffold22" "Scaffold22_129147"
"3752" "L24" "SCFLD22" 169118 "Scaffold22" "Scaffold22_169118"
"3753" "L24" "SCFLD22" 205023 "Scaffold22" "Scaffold22_205023"
"3754" "L24" "SCFLD22" 278298 "Scaffold22" "Scaffold22_278298"
"3755" "L24" "SCFLD22" 310077 "Scaffold22" "Scaffold22_310077"
"3756" "L24" "SCFLD22" 565318 "Scaffold22" "Scaffold22_565318"
"3757" "L24" "SCFLD22" 723824 "Scaffold22" "Scaffold22_723824"
"3758" "L24" "SCFLD22" 723887 "Scaffold22" "Scaffold22_723887"
"3759" "L24" "SCFLD22" 766428 "Scaffold22" "Scaffold22_766428"
"3760" "L24" "SCFLD2260" 8864 "Scaffold2260" "Scaffold2260_8864"
"3761" "L24" "SCFLD229" 282900 "Scaffold229" "Scaffold229_282900"
"3762" "L24" "SCFLD229" 300576 "Scaffold229" "Scaffold229_300576"
"3763" "L24" "SCFLD229" 310906 "Scaffold229" "Scaffold229_310906"
"3764" "L24" "SCFLD229" 326127 "Scaffold229" "Scaffold229_326127"
"3765" "L24" "SCFLD229" 426681 "Scaffold229" "Scaffold229_426681"
"3766" "L24" "SCFLD2395" 13611 "Scaffold2395" "Scaffold2395_13611"
"3767" "L24" "SCFLD2608" 12030 "Scaffold2608" "Scaffold2608_12030"
"3768" "L24" "SCFLD2608" 12110 "Scaffold2608" "Scaffold2608_12110"
"3769" "L24" "SCFLD2608" 12150 "Scaffold2608" "Scaffold2608_12150"
